item_id,translator,back_en,seconds,n_chunks,retry,len_ratio
US-00088,gpt-oss:120b,"A 28-year-old primigravid woman who is 36 weeks pregnant came to the emergency department for a two-hour contraction. Her pregnancy was without complications. Contractions occur once every 20-30 minute, with each contraction lasting less than 30 seconds, and the intensity and duration have remained the same since inception. There has been an increase in fetal movement during that period. His body temperature is 37.1 ° C (98.8 ° F), pulse is 98 / min, and blood pressure is 104/76 mmHg. The pelvic exam shows clear cervical mucus and a firm uterus that corresponds in size to 36 weeks gestation. The cervix is 0% effaced and non-expressed; Vextex-3 is at the station. The fetal heartbeat is reassuring. After an hour of observation in the emergency department, the features of the compression and the pelvic exam results remained unchanged. Which of the following is the most appropriate next step?
A. Apply tocolytics
B. Provide local or regional anesthesia.
C. Give oxytocin
D. Enroll for uninterrupted monitoring
E. Give assurances and clearances
F. Perform a Caesarean Delivery",1.43,10,0,1.042
US-00089,gpt-oss:120b,"A 68-year-old male patient came in 3 months later after noticing skin changes on his scalp. When he peels away the damage, it reappears within a few days. Sometimes his scalp itches or he notices a burning sensation. He had a mole removed on the top of his right arm 5 years ago. He is a retired winemaker. His vital signs are within normal limits. Examination reveals multiple scaly patches on the scalp. A photograph is shown. Which of the following is the most likely diagnosis?
A. Seborrheic keratosis
B. Basal cell carcinoma
C. Keratoacanthoma
D. Tinea capitis
E. Actinic keratosis
F. Bowen's disease
G. Amelanotic melanoma",1.06,9,0,0.991
US-00090,gpt-oss:120b,"One researcher is conducting a study to compare the risk of fractures in male patients who are over 65 and who received annual DEXA screening with classmates who did not receive screening. He conducted a randomized controlled trial in 900 patients, in which half of the participants were assigned to each experimental group. The researcher ultimately found an equal fracture rate between the two groups. He then noticed that he had forgotten to include 400 patients in the analysis. Inclusion of additional participants in its analysis is likely to influence the outcome of the study in which of the following ways?
A. The level of importance of the result will be reduced
B. The confidence interval of the result will be wider
C. Type 2 errors are more likely to occur
D. A null hypothesis will be more likely to be rejected if it is factually false.
E. The external validity of the result will be increased
F. Having no real differences will reduce the likelihood of seeing differences within the group.",1.67,5,0,1.065
US-00091,gpt-oss:120b,"A 69-year-old male has been brought to the emergency department because he has been experiencing severe abdominal pain for 30 minutes that is radiating to his left flank. He is weak and unable to stand since the onset of the pain. He vomited twice on the way to the hospital. He has not defecated for the last 3 days. He has a history of hypertension, coronary heart disease, and peptic ulcer disease. He has been smoking a half-pack of cigarettes daily for 46 years. Current medications include enalapril, metoprolol, aspirin, simvastatin, and pantoprazole. He looks sick. He has a temperature of 37 ° C (98.6 ° F), a pulse of 131 / min, a respiratory rate of 31 / min, and a blood pressure 82/56 mmHg. Oxygen saturation in room air shows 92%. The lungs are clear when listening. Cardiac examination does not reveal any abnormalities. Examination reveals a painful palpated abdominal lump. Intravenous fluid resuscitation has been initiated. Which of the following is the most appropriate next step in management?
A. Intravenous ampicillin / salbactam therapy
B. Abdominal X-rays while lying down and standing
C. CT scan of the abdomen and pelvis with contrast
D. Emergency open surgery
E. Transfusion of compressed red blood cells
F. Colonoscopy",1.46,15,0,1.071
US-00092,gpt-oss:120b,"A 43-year-old male came to the doctor with redness and swelling of the right leg. He reported that it was very painful to the touch. He had fever and cough. He has no chest pain or shortness of breath. He has a history of type 2 diabetes mellitus and underwent saphenous vein stripping and ligation on his right leg three years ago. He works as a security guard. He does not smoke or drink alcohol. Her medications include metformin and sitagliptin. It has a temperature of 38.7 ° C (101.7 ° F), a pulse rate of 99 beats per minute, and a blood pressure of 138/72 mmHg. Examination reveals an 8-cm, firm, painful to the touch, warm, reddish skin lesion with clearly defined borders. There is no inguinal lymphadenopathy. Intertrigo has been observed between the toes. Which of the following would be the most appropriate next step in management?
A. Oral cephalexin therapy
B. intravenous cefazolin therapy
C. Compression Stockings
D. Only symptomatic relief
E. Surgical debridement
F. intravenous ciprofloxacin therapy
G. Subcutaneous heparin injection",1.33,13,0,1.053
US-00093,gpt-oss:120b,"A 45-year-old male patient comes to the doctor for a routine health maintenance check-up. He's feeling good. He underwent an appendectomy at the age of 25. He has high cholesterol which is well controlled with atorvastatin. He is an avid marathon runner and runs 8 miles every day, four times a week. His father died from a myocardial infarction at the age of 42. The patient does not smoke or drink alcohol. His vital signs are within normal limits. Cardiofacial examination shows no anomaly. The abdomen is soft and insensitive, with a surgical scar on the right lower quadrant. Practical results are within normal limits. The ECG is shown. Which of the following is the most likely diagnosis?
A. Myocardial infarction
B. 3rd-degree AV block
C. Mobitz Type 2 AV Block
D. Mobitz Type 1 AV Block
E. Atrial fibrillation
F. Atrial flutter
G. 1st-degree AV block
H. Ventricular fibrillation",0.83,13,0,0.976
US-00094,gpt-oss:120b,"A 52-year-old woman visits the doctor because she has increasing pain and stiffness in the fingers of her right hand that increases at the end of the day, with a four-month history. She works as a hairdresser and often takes breaks to rest her hands. He has high blood pressure, for which he takes hydrochlorothiazide. Two weeks ago, he completed a course of oral antibiotics for a urinary tract infection. Her sister has systemic lupus erythematosus. He drinks one to two beers per day and sometimes more on the weekends. For the past 2 weeks, he has been taking ibuprofen as needed for joint pain. His vital signs are within normal limits. Physical examination revealed swelling, joint-line sensitivity, and loss of range of motion in the first metacarpophalangeal joint of the right hand and the second and fourth distal interphalangeal joints of the right hand. Separate, hard, slightly sensitive swellings can be felt at the second and fourth distal interphalangeal joints of the right hand. Which of the following is the most likely underlying mechanism for this outcome?
A. Deposition at the joint of monosodium urate crystals
B. Bacterial infection of the joint space
C. Autoimmune-transmitted cartilage loss
D. Degenerative diseases of the joints
E. Deposition at the joint of calcium pyrophosphate dihydrate crystals",1.64,11,0,1.013
US-00095,gpt-oss:120b,"A 62-year-old male approached the patient as involuntary movements of both arms had been increasing over the past 7 months. He reported that some day-to-day tasks had become more difficult to perform. Her father had a similar condition that was treated with medication. The patient is worried. Life signs are within normal limits. Experiments show that when the arms are extended, there are low-intensity tremors on both sides that increase when the hand is extended to grasp the pen. Muscle strength and tone are normal on both sides. The deep tendon reflex is 2 + on both sides. His mood is good on the mental status test. The pace and rhythm of his speech are natural. Which of the following would be the best next step in management?
A. Deep Brain Stimulation
B. Thalamotomy
C. Levodopa and carbidopa therapy
D. Clonazepam therapy
E. Penicillamine therapy
F. Propranolol therapy",1.06,11,0,1.024
US-00096,gpt-oss:120b,"A previously healthy 25-year-old male comes to his primary care physician with a painless single lesion on the penis that has developed 4 days prior. He had never experienced anything like this before. She is currently sexually active with multiple partners and uses condoms irregularly. Its temperature is 37 ° C (98 ° F), pulse is 67 / min, respiratory rate is 17 / min, and blood pressure is 110/70 mmHg. Sexual-urinary examination shows a shallow, undescended, firm ulcer with a smooth base along the shaft of the penis. There are swellings of the nontender inguinal lymph glands on either side. Which of the following would be the best next step to confirm the diagnosis?
A. Sab culture
B. Urine polymerase chain reaction
C. Rapid plasma regen
D. Fluorescent treponemal antibody absorption test
E. Dark-field microscopy",1.22,7,0,1.033
US-00097,gpt-oss:120b,"A 50-year-old woman came to the emergency department with a fever and a productive cough with bloody sputum for 1 day. He also reports sharp pain under his ribs that increases when he takes a deep breath. For the past 2 years, he has suffered from episodes of recurrent sinusitis, for which he used over-the-counter medications. Recently, he started a new job at a wire-mesh factory. His temperature was 38.3 ° C (100.9 ° F), pulse 72 / min, respiratory rate 16 / min, and blood pressure 120/80 mmHg. Physical examination revealed non-touchable non-facussing skin lesions on his hands and feet. Examination of the nasal cavity shows ulcers of the nasopharyngeal mucosa and a small septum perforation. Striders are found in inhaled lung tests. The laboratory results show: Hemoglobin 13.2 grams per deciliter Leukocyte count 10,300 per cubic millimeter Platelet count 205,000 per cubic millimeter Serum urea nitrogen 24 mg per deciliter Creatinine 2.4 mg per deciliter Urine Protein 2 + Red blood cells 70 / hpf Casts of red blood cells are abundant White blood cells 1 - 2 / hpf A chest X-ray shows multiple perforated, nodular lesions on both sides. Which of the following additional outcomes would most likely be present in this patient?
A. Enhanced C-ANCA titer
B. Decreased AdamTS13 activity
C. Enhanced serum IgA titer
D. Enhanced p-ANCA titer
E. Asbestos bodies in sputum
F. Enhanced anti-GBM titer
G. Enhanced anti-Smith titer
H. Positive tuberculin test",1.89,20,0,1.079
US-00098,gpt-oss:120b,"A 7-year-old boy has been brought to the doctor by his mother after his teachers found him staring blankly many times over the past month. These episodes last for a few seconds and sometimes cause its petals to droop. She was born at full gestation and has no history of severe disease. He has met all of his developmental milestones. He looks healthy. Neurological examination does not show any focal findings. 30 seconds of hyperventilation causes a nonresponsiveness and petal twitching episode that lasts 7 seconds. He then regained consciousness. An electroencephalogram shows 3-hertz spikes and waves. Which of the following is the most appropriate pharmacotherapy for this patient?
A. Vigabatrin
B. Lamotrigine
C. Pregabalin
D. Clonazepam
E. Carbamazepine
F. Ethosuximide
G. Phenytoin
H. Levetiracetam",1.22,10,0,0.972
US-00099,gpt-oss:120b,"A 40-year-old woman brought two months of chest pain and heartburn after a meal to the doctor. The patient reports that the pain is more intense at night and increases especially during sleep. He has a history of Raynaud's disease, which has been treated with nifedipine. There is no family history of serious illness. He immigrated to the United States five years ago from Nigeria. He does not smoke or drink alcohol. Vital signs are within normal limits. Cardiofus tests showed no abnormalities. Thickening and hardening of the skin can be seen on the hands and face. There are a few strong white knots on the tips of the elbows and fingers. Which of the following outcomes would most likely be seen in this patient's additional evaluation?
A. Anti-RNA polymerase 3 antibodies
B. Anti-Zo-1 antibodies
C. Anti-U1 RNP antibody
D. Antisentromyogenic antibodies
E. Anti-SCL-70 antibodies
F. Anti-dsDNA antibodies",1.13,11,0,1.044
US-00100,gpt-oss:120b,"A 36-year-old woman visits a doctor to discuss contraceptive options. She is currently sexually active with a male partner and they are not using any contraception. He has no prior significant medical history and does not take any medications. He smokes a pack of cigarettes every day, which he has been doing for 15 years. He is allergic to both latex and copper. The results of the urine pregnancy test were negative. Which of the following contraceptive methods is prohibited for this patient?
A. Progestin injection
B. Diaphragm with spermicide
C. Progestin-only contraceptive tablets
D. intrauterine implant
E. condom
F. Mixed oral contraceptive tablets",1.01,7,0,1.084
US-00101,gpt-oss:120b,"A 52-year-old woman has been seeing a doctor for 2 months for leg swelling. He noticed that his legs swelled slowly throughout the day. Two years ago, he underwent coronary angioplasty. He has high blood pressure and coronary artery disease. She works as a waitress at a local diner. His father died of liver cancer at the age of 61. He smoked a pack of cigarettes daily for 31 years. He drinks one to two glasses of wine per day, and sometimes more on weekends. Current medications include aspirin, metoprolol, and rosuvastatin. Life expectancy is within normal limits. Tests showed 2 + pitting edema in the lower limbs. Both ankles have a number of dilated and twisted veins. Multiple excoriation marks have been observed on both ankles. The peripheral pulse is palpable on both sides. The airways are clear when listening. No murmur, gallop, or rub can be seen on cardiac examination. The abdominal region is soft and distended; there are no appendages. Which of the following would be the best next step in management?
A. CT scan of the abdomen and pelvis
B. Sclerotherapy
C. Diuretic therapy
D. Ankle-brachial index
E. Compression Stockings
F. Duplex ultrasound
G. Adjusting antihypertensive medications
H. Echocardiography
I. Endovenous thermal ablation
J. 24-hour urine protein collection
K. Contrast venography
L. Abdominal ultrasound",1.54,18,0,0.985
US-00102,gpt-oss:120b,"A 68-year-old man accompanied his daughter to the doctor for an immediate follow-up examination. He was diagnosed with localized prostate cancer two years ago, for which he received radiation therapy. She moved to the area a month ago to be closer to her daughter, but still lives independently. He has recently been diagnosed with osteoblastic metastasis in the spine and plans to begin therapy next week. Privately, the patient's daughter says that he is losing weight and wetting the bed, and tearfully asks the doctor if his prostate cancer has returned. He says that recently his father has not been talking to him about his health. The patient has previously revealed to the doctor that he does not want his family to know about his condition as they ""would be much more concerned."" Which of the following is the most appropriate first statement of the doctor?
A. ""As your father's doctor, I think it's important for you to know that his prostate cancer has returned. However, we are confident that he will respond well to therapy.""
B. ""Aging parents are hard to deal with, but I have experience managing a family. We should sit down with your father and discuss this situation together.""
C. ""Sorry, I can't discuss any information with you without his permission. I recommend that you have a frank discussion with your father.""
D. ""It worries me that he's not being open with you. I recommend you get a medical power of attorney for your father so we can legally discuss his diagnosis and therapy options together.""
E. ""Sorry, but since your father's condition is not classified as a notifiable disease, I am not authorized to discuss his medical information with you without his consent.""
F. ""Your father is very ill and you may not want to go into detail. I understand it's frustrating for you, but you have to respect his opinion.""",1.84,8,0,0.95
US-00103,gpt-oss:120b,"A 29-year-old woman, Gravida II, came to the emergency department at Para 1, 30 weeks gestation because of severe right side back pain for the past hour. The pain radiates to the collarbone and right ankle. The patient also reported nausea and pain during urination. The pregnancy was complication-free and the patient reported regular follow-up with her gynecologist. There is no personal or family history of serious illness. He does not smoke or drink alcohol. Medications include folic acid and a multivitamin. Temperature 37 ° C (98.6 ° F), pulse 90 / min, and blood pressure 130/80 mmHg. Examination of the back shows costovertebral angle sensitivity on the right side. Laboratory tests show that: Urine Protein negative RBC Costs Negative RBC 5 - 7 / hpf WBC Casts Negative WBC 1 - 2 / hpf Which of the following is the most likely diagnosis?
A. Lower urinary tract infection
B. Ovarian twisting
C. inflammation of the gallbladder
D. Kidney stones
E. Pelvic inflammatory disease
F. Pyelonephritis
G. Appendicitis",1.44,17,0,0.996
US-00104,gpt-oss:120b,"The 29-year-old construction worker was brought to the emergency department when he fell 10ft (3m) from the scaffold at the construction site. He reported that he landed on his outstretched arm, which was now experiencing severe pain (on the 10/10 numerical scale). He has a history of opioid use disorder and is currently receiving methadone maintenance therapy. His pulse is 100 per minute, respiration is 20 per minute, and blood pressure is 140/90 mmHg. Pulse oximetry in room air shows an oxygen saturation of 98%. He is sweating and in pain. Physical examination reveals a hematoma in the upper part of the patient's right arm. X-rays of the right arm show a non-invasive fracture of the ulna bone. CT of the abdomen and pelvis shows no abnormalities. The patient is seeking medication to reduce pain. In addition to the management of the patient's injury, which of the following would be the best next step?
A. Urine toxicity test
B. Increasing the Outpatient Methadone Dose
C. Following a regimen of high-strength nonsteroidal anti-inflammatory drugs
D. Psychiatric evaluation for drug-seeking behavior
E. Administration of Indexed Low-Effect Opioids
F. Administration of buprenorphine",1.31,11,0,1.061
US-00105,gpt-oss:120b,"A 32-year-old woman arrived at the emergency department with 2 weeks of right upper quadrant abdominal pain. He has been experiencing fatigue and nausea for an additional 5 weeks. He has a history of depression and suicidal thoughts. She works as a social worker for an international charity. He used illegal intravenous drugs in the past, but stopped 4 months ago. His only medication is sertraline. It has a temperature of 37.8 ° C (100.0 ° F), a pulse rate of 100 per minute, and a blood pressure of 128/76 mmHg. He is alert and aware. Scleral jaundice is present. Abdominal examination shows palpation in the right upper quadrant. The edge of the liver can be touched 3 cm below the right costal margin. There is no rebound tenderness or guarding. The chest cavity is not hollow and the liquid wave test is negative. He can hold his arms steady with his wrists extended at full stretch, with no flapping. Laboratory tests show that: Hemoglobin 13.8 grams per deciliter Leukocytes 13,700 cubic millimeters Platelets 165,000 cubic millimeters Prothrombin time of 14 seconds Partial thromboplastin time 35 seconds Serum: Total bilirubin is 4.8 mg per deciliter. Direct bilirubin 1.3 mg per deciliter Aspartate aminotransferase 1852 units per liter Alanine aminotransferase 2497 units per liter Urea Nitrogen 21 mg per deciliter Creatinine 1.2 mg per deciliter IgM antibody negative in hepatitis A Hepatitis B surface antigen negative Hepatitis B surface antibody negative Hepatitis B core IgM antibody positive Hepatitis C antibody positive Hepatitis C RNA negative Urine beta-hCG negative Which of the following would be the best next step in management?
A. Pegylated interferon-alpha
B. Supportive therapy
C. tenofovir
D. Emergency liver transplant
E. Ribavirin and interferon
F. Sofosbuvir and Velpatasvir
G. Vaccination against hepatitis B",2.1,35,0,1.067
US-00106,gpt-oss:120b,"A 32-year-old woman has been taken to the emergency department to be evaluated for burn injuries she received after stumbling into a fireplace an hour earlier. The patient has severe pain in the left leg and torso, and slight pain in the right arm. He doesn't smoke cigarettes. He is not taking any medication. She is crying and is in moderate anxiety. He has a temperature of 37.2 ° C (99.0 ° F), a pulse of 88 / min, a respiratory rate of 19 / min, and a blood pressure 118/65 mmHg. Its pulse oximetry in room air is 98%. Cardiopulmonary tests do not show any abnormalities. There are two soft, pale red spots, lacking blisters, on the 5 × 6 cm area of the left abdomen and on the 3 × 2 cm area of the left front thigh. There is a white, leathery, and tissue necrosis-containing area just above the elbow of the right upper limb, which is not dry and tender. The ECG shows normal sinus rhythm and no ST or T wave changes. He has been started with intravenous fluids. Which of the following is the most appropriate next step in management?
A. Continuous arterial blood gas analysis
B. Soft tissue ultrasound
C. Intravenous ampicillin therapy
D. Observation of the lateral nerves and capillary filling
E. Chest X-ray",1.36,13,0,1.007
US-00107,gpt-oss:120b,"A 17-year-old boy has been brought to the doctor by his father with a fever, NASA shutdown, and discomfort for the past 2 days. He reported that he had a feeling of pressure in his nose and cheeks. Over the past year, he has developed a cough with occasional green mucus, and recently noticed some blood stains on the coffee. He has had more than 10 episodes of sinusitis, all of which have been successfully treated with antibiotics. There is no family history of severe disease. The patient is fully vaccinated. Its temperature is 38 ° C (100.4 ° F), pulse is 90 per minute, and blood pressure is 120/80 mmHg. Physical examination shows sensitivity to touch on both cheeks. Crackles and ronki can be heard in the auscultation of the chest. Cardiac examination reveals an absence of heart sounds in the left lower chest. Which of the following additional outcomes is most likely in this patient?
A. Defective interleukin-2 receptor gamma chain
B. The absence of B lymphocytes
C. Increased forced expiratory volume
D. Increased sweat chloride levels
E. immobilized sperm
F. Reduced immunoglobulin levels
G. Microdeletion on chromosome 22",1.38,11,0,1.008
US-00108,gpt-oss:120b,"A 37-year-old woman came to the doctor because of irregular seasons and general fatigue for the past 4 months. In the past, seasons regularly occurred at 25- to 29-day intervals and lasted 5 days, but now they occur at 45- to 60-day intervals. He has no history of serious illness and does not take any medication. He is 155 cm (5 ft 1 in) tall and weighs 89 kg (196 lb); BMI is 37 kg / m2. Its temperature is 37 ° C (98.6 ° F), pulse 90 / min, and blood pressure 146/100 mmHg. Examination shows fur on the face and comedones on the face and back. There are multiple echimotic patches on the trunk. Neurological examination shows weakness of the iliopsoas and biceps muscles on both sides. The laboratory results show: Hemoglobin 13.1 g / dl Leukocyte count 13,500 / m3 Platelet count of 510,000 / m3 Serum sodium 145 milliequivalent / litre Potassium 3. 3 milliequivalent / litre Chloride 100 milliequivalent / litre Glucose 188 mg / dl Which of the following is the most likely diagnosis?
A. Cushing's syndrome
B. Primary hyperaldosteronism
C. Pheochromocytoma
D. Polycystic ovary syndrome
E. Hypothyroidism",1.75,17,0,1.085
US-00109,gpt-oss:120b,"A 70-year-old male came to the emergency department with a rash consistent with increasing leg pain and wet gangrene. He has no history of skin infections but is diagnosed with type 2 diabetes mellitus and has smoked 2 packs of cigarettes a day for 20 years. After 3 days of admission, he became increasingly hypoxic and tachypneic. He was put on emergency intubation and started on ventilation support. He is 180 cm (5 ft 11 in) tall and weighs 90 kg (198 lb); BMI is 27.8 kg / m2. His pulse is 112 / min and blood pressure is 95/60 mmHg. The ventilator is FIO 2 100%, tidal volume 540 ml, respiratory rate 20 / min, and positive end-expiratory pressure (PEEP) 5 cm H2O. Extensive crackles can be seen on lung examination. No abnormalities are found on examination of the heart. Hemoglobin 11. 5 g / dL, serum lactate 4. 0 mmol / l, and serum creatinine 2. 5 mg / dL. Arterial blood gas 30 minutes after intubation showed arterial carbon dioxide pressure of 50 mmHg and arterial oxygen pressure of 55 mmHg. Chest X-rays show new bilateral infiltrates. Which of the following is the most appropriate next step to improve tissue oxygen supply in this patient?
A. Inhaled Nitric Oxide
B. Prone positioning of the patient
C. increase tidal volume
D. Increasing positive end-expiratory pressure
E. Transfusion of red blood cells",1.97,13,0,1.026
US-00110,gpt-oss:120b,"A previously healthy 30-year-old woman comes to the doctor for an evaluation of pain during intercourse, which has been ongoing for the past 6 months. She additionally reported frequent episodes of crampy pelvic pain beginning one day before menstruation and lasting 7 days. His symptoms are not relieved with painkillers. Menstruation occurs at regular 28-day intervals and lasts for 5 days. Her last period was two weeks ago. She is sexually active with her husband and uses combined oral contraceptive tablets. Its vital signs are within normal limits. Physical examination shows rectovaginal sensitivity. Cervical and urethral swabs are negative. Transvaginal ultrasound shows no abnormalities. Which of the following would be the best next step in management?
A. CA-125 Level Size
B. Hysterectomy
C. Laparoscopy
D. Hysteroscopy
E. CT scan of the abdomen and pelvis",1.04,11,0,1.014
US-00111,gpt-oss:120b,"A 57-year-old male has been brought to the emergency department for Crushing Substernal Chest Pain, which has been ongoing for the past 2 hours at rest. The pain started slowly when he was arguing with his wife and is now severe. He is not taking any medication. He smoked 1 pack of cigarettes per day for 35 years. He's tired. Its temperature is 37.1 ° C (98.8 ° F), pulse 110 / min, respiration 21 / min, and blood pressure 115/65 mmHg. Pulse oximetry in room air shows an oxygen saturation of 97%. S4 gallop is seen on cardiac examination. The lungs are clear of breath. An ECG is shown. Which of the following is the most likely underlying cause of this patient's condition?
A. Blockage of the right coronary artery
B. Inflammation of the duodenum
C. Blockage of the left anterior descending artery
D. Thromboembolism in the right interlobar pulmonary artery
E. Extensive coronary vasospasm
F. Blockage of the left circumflex artery
G. rupture at the intimal level of the aorta",1.47,11,0,0.998
US-00112,gpt-oss:120b,"Serum studies showed a troponin T concentration of 6.73 nanograms / milliliter (n < 0.01) and a finger blood glucose concentration of 145 mg / deciliter. The cardiac catheterization team is activated. Treatment is initiated with afractionated heparin, aspirin, ticagrelor, and sublingual nitroglycerin, and the patient's pain is reduced. He has a temperature of 37.3 ° C (99.1 ° F), a pulse of 65 / min, a respiratory rate of 23 / min, and a blood pressure 91/60 mmHg. Pulse oximetry in room air shows that oxygen saturation is 96%. Which of the following is the most appropriate additional pharmacotherapy?
A. Oral metoprolol
B. Intravenous morphine
C. Oral atorvastatin
D. intravenous furosemide
E. Intravenous insulin
F. Intravenous nitroglycerin",1.26,6,0,1.07
US-00113,gpt-oss:120b,"A 42-year-old woman visits the patient because she has an 8-month history of intermittent pain and stiffness in her hands and feet. He reports that these episodes occur about three times per month after waking up and last about an hour. He also often experiences fever and muscle aches on the days when these episodes occur. During this attack, he took ibuprofen for the pain, which provided good relief. His last attack was five days ago. On the other hand, he is healthy and does not take any medication. His sister has systemic lupus erythematosus. Vital signs are within normal limits. Examination shows mild swelling and sensitivity in the wrists of both hands and the proximal interphalangeal joint of both hands. The rest of the tests show no abnormalities. An X-ray image of his hand is shown. Which of the following is the most appropriate medicinal treatment?
A. methotrexate
B. Ceftriaxone
C. Hydroxychloroquine
D. Adalimumab
E. Prednisolone
F. Diclofenac",1.0,12,0,1.01
US-00114,gpt-oss:120b,"A 72-year-old male has been brought to the doctor by his son because of a yellow discoloration of the skin that has been slowly growing over the past 2 weeks and itching all over. During this time, his appetite decreased and he lost 6.3 kg (14 lb). He reported that his stools were pale and his urine was very dark. Three years ago, he suffered an episode of acute upper abdominal pain that was treated with intravenous fluids, NSAIDs, and diet changes. He has since stopped drinking alcohol; he drank 1 - 2 beers every day for 40 years. He smoked a pack of cigarettes every day for the past 50 years. His vital signs are within normal limits. Physical examination shows yellowing of the conjunctiva and skin. The abdomen is soft and insensitive; a soft, cystic knot can be touched in the right upper quadrant. The serum test shows: Bilirubin, total of 5.6 mg / dl Direct 4.8 mg / dl Alkaline phosphatase 192 units / litre AST 32 units / litre ALT 34 units / litre Abdominal ultrasound shows an anechoic cystic nodule and intrahepatic and extrahepatic bile duct enlargement in the subhepatic region. Which of the following is the most likely diagnosis?
A. Pancreatic adenocarcinoma
B. Acute cholangitis
C. Coidocolithiasis
D. Alcoholic hepatitis
E. Cholecystitis
F. Budd-Chiari syndrome
G. pancreatic pseudocyst",1.64,17,0,1.013
US-00115,gpt-oss:120b,"A gastroenterology fellow is interested in the relationship between smoking and the incidence of Bartett esophagus. In a segmental grand round that he recently attended, one of the presenters claimed that smokers are only at increased risk of Bartlett esophagus in the presence of acid reflux. He decided to design a retrospective cohort study to investigate the relationship between smoking and Bartlett esophagus. After comparing 400 smokers and 400 non-smokers identified through chart review, he found that smokers had an increased risk of Bartlett esophagus at the end of the 10-year follow-up period (RR = 1.82, p < 0.001). In patients with a history of acid reflux, no association was found between smoking and Bartett esophagus (p = 0.52). Similarly, no association was found between smoking and Bartett esophagus in patients without a history of acid reflux (p =.48). The results of this study can be best explained by which of the following?
A. Random error
B. The change in effect
C. the cause of the failure
D. electoral bias
E. stratification
F. match",1.5,7,0,1.015
US-00116,gpt-oss:120b,"A 2-year-old boy has been brought to the doctor by his parents because of difficulty walking and cold feet for the past 2 months. His parents reported that he quickly became tired from walking. The patient was delivered at 37 weeks gestation and has met all developmental milestones. There is no personal or family history of any serious illness. He is in the 50th percentile for height and in the 40th percentile for weight. He has a temperature of 36.9 ° C (98.4 ° F), a pulse of 119 / min, a respiratory rate of 32 / min, and a blood pressure 135/85 mmHg. A grade 2 / 6 systolic murmur can be heard in the left paravertebral region. The legs are missing. Which of the following would most likely be seen in a further evaluation of this patient?
A. Rib notching
B. Decreased tissue oxygenation in the legs
C. Differences in blood pressure in the hand
D. Right ventricular outflow obstruction
E. Increase in amplitude of R waves on ECG V5-V6",1.47,9,0,1.068
US-00117,gpt-oss:120b,"The 1-month-old male baby has been brought to the doctor because of uncontrollable crying for the past 3 hours. Over the past 3 weeks, he has had multiple episodes of unexpected crying out loud every day that last a maximum of 4 hours and stop automatically. She was born at full gestation and weighed 2966 grams (6 lb 9 oz); she now weighs 3800 grams (8 lb 6 oz). He drinks only breast milk. It has a temperature of 36.9 ° C (98.4 ° F) and a pulse of 140 / min. The test reveals a soft and insensitive stomach. Other test results show no abnormalities. Which of the following would be the best next step in management?
A. puncture the lumber
B. Give simethicone
C. Give Pantoprazole
D. give assurance
E. Recommend the use of gripe water",1.44,8,0,1.005
US-00118,gpt-oss:120b,"The 21-year-old primigravid woman came to the doctor at 10 weeks of pregnancy because of increasing fatigue for the last 3 weeks. She reported that she lost 3,2 kg (7 lb) even though her appetite continued to increase after pregnancy. He becomes increasingly anxious and has trouble sleeping. There is no personal or family history of any serious illness. Medications include folic acid and multivitamins. He is 165 cm (5 ft 5 in) tall and weighs 55 kg (120 lb); BMI is 20 kg / m2. His temperature is 37.4 ° C (99.4 ° F), pulse is 120 per minute, respiratory rate is 18 per minute, and blood pressure is 150/70 mmHg. The eye globes are high. The thyroid gland is robust and broadly enlarged. On neurological examination, tremors can be seen when the hand is at a delicate rest. There is a mid-systolic click at the apex and a grade 2 / 6 primary systolic murmur is heard at the upper left sternal border. The serum thyroid-stimulating hormone concentration is 0.1 microEU / ml. ECG is normal except for sinus tachycardia. Which of the following is the best next step in management?
A. Lugol's iodine
B. Thyroidectomy
C. Propylthiouracil
D. Methimazal
E. Radioactive iodine ablation
F. Observation
G. Atenolol",1.84,14,0,1.024
US-00119,gpt-oss:120b,"A 43-year-old male was brought to the emergency department 40 minutes after falling from a height of 10 feet from the ladder. He has severe pain and swelling in his right ankle and is unable to walk. He did not faint after the fall. He doesn't have a fever. He looks uncomfortable. His body temperature is 37 ° C (98.6 ° F), pulse is 98 / min, respiration is 16 per minute, and blood pressure is 110/80 mmHg. He is alert and aware of persons, places, and times. Examination shows multiple lesions on both lower limbs. There is swelling and sensitivity in the right ankle; motion is limited due to pain. The rest of the test shows no discrepancy. An X-ray of the ankle shows a transverse calcaneal fracture. Intravenous analgesia is provided. Which of the following is the most appropriate next step in the management of this patient?
A. MRI of the right ankle
B. CT scan of the right ankle
C. Confirmation and reunion in 2 weeks.
D. Long leg cast
E. Open Reduction and Internal Fixation
F. X-ray of the spine
G. Broad-spectrum antibiotic therapy",1.43,13,0,0.991
