item_id,translator,back_en,seconds
US-00137,gpt-oss:120b,"A 3-month-old baby has been brought to the doctor for a routine follow-up examination. She was born at 32 weeks gestation, to a 35-year-old woman. Heart tests have been shown. Which of the following is the most likely cause of this patient outcome?
A. Patent ductus arteriosis
B. Ventricular septal defect
C. Atrial septal defect
D. Mitral valve prolapse
E. Truncus arteriosus
F. The tetralogy of Fallot",0.77
US-00138,gpt-oss:120b,"A 68-year-old male came to the doctor for a routine health maintenance exam. His wife noticed that his left eye looked smaller than his right. He has been experiencing pain in his left shoulder and arm for the past 3 months. He has high blood pressure and coronary artery disease. Current medications include enalapril, metoprolol, aspirin, and atorvastatin. His medical history is notable for gonorrhea, which he treated in his thirties. He smoked two packs of cigarettes every day for 35 years. Don't drink alcohol. He has a temperature of 37 ° C (98.6 ° F), a pulse of 71 / min, and a blood pressure 126/84 mm Hg. The veins of the eye are asymmetrical; the left pupil is 3 mm and the right pupil is 5 mm when measured in low light. The left eyelid is hanging down. The rest of the test showed no abnormalities. When apraclonidine is applied to both eyes, the size of the left pupil is 5 mm and the size of the right pupil is 4 mm. Which of the following is the best next management step?
A. Application tonometry
B. Erythrocyte sedimentation rate (ESR)
C. Rapid plasma reagent (RPR) test
D. CT scan of the chest
E. Anti-acetylcholine receptor antibodies",1.36
US-00139,gpt-oss:120b,"A 3-year-old boy has been brought to the doctor with his parents for months to be evaluated for bruising. The comb bleeds even on a light blow. Two months ago, he fell out of bed with a large forehead hematoma and a cut on his left elbow. Sometimes he stops eating because of the pain of swallowing food. Vital signs are within normal limits. Tests show that the skin is more stretched and fragile than usual. The range of motion of the joints increases slightly. There is pain when touching the temporomandibular joint on both sides. Which of the following is the most likely root cause of this patient's symptoms?
A. Inability to absorb copper
B. Factor V8 Deficiency
C. Type 3 collagen deficiency
D. Disruption of platelet plug formation
E. Type 5 collagen deficiency
F. Fibrillin-1 gene mutation
G. Type 1 collagen deficiency",1.02
US-00140,gpt-oss:120b,"Two weeks after emergency cardiac catheterization and stenting for unstable angina pectoris, a 61-year-old man developed decreased urination and discomfort. He has type 2 diabetes mellitus and osteoarthritis of the hip. Before she was admitted, her medications were insulin and naproxen. He was also started on aspirin, clopidogrel, and metoprolol after a coronary intervention. Its temperature is 38 ° C (100.4 ° F), pulse 93 / min, blood pressure 125/85 mm Hg. Examination reveals a mottled, mottled purple discoloration on the legs. Laboratory results show hemoglobin 14 g / dL, white blood cells 16,400 / mm3 (segmented neutrophils 56%, eosinophils 11%, lymphocytes 31%, monocytoses 2%), platelets 260,000 / mm3, ESR 68 mm / h. Serum urea nitrogen 25 mg / dL, creatinine 4. 2 mg / dL. A kidney biopsy shows intravascular spindle-shaped vacuoles. Which of the following is the most likely cause of this patient's symptoms?
A. Contrast-induced nephropathy
B. Kidney papillary death
C. Allergic interstitial nephritis
D. Painful nephropathy
E. Cholesterol embolization
F. Poly-angitis with eosinophilic granulomatosis
G. Polyarteritis nodosa",2.25
US-00141,gpt-oss:120b,"A 28-year-old woman is visiting the doctor because she has not been able to conceive for the past 3 years. She and her partner are sexually active and are not using any contraception. They were partially evaluated six months ago for this problem. The husband's sperm analysis showed a normal sperm count, and both hormone tests were normal. Her menstrual cycle occurs at regular intervals of 28 days and lasts 5 - 6 days per session. The last monthly was two weeks ago. He was diagnosed with a urinary tract infection four years ago and was treated with oral antibiotics. Vaginal examination does not show any abnormalities. Bilateral examination shows a normal-sized uterus, and no adnexal tumors are palpable. There are also no abnormalities on rectal examination. Which of the following is the best next diagnostic step?
A. Psychological counselling only
B. Post-intercourse testing (postcoital testing)
C. Hysteroscopy
D. Hysterosalpingogram
E. Chromosomal karyotyping
F. Endometrial biopsy",1.01
US-00142,gpt-oss:120b,"A 3-year-old boy has been brought to the doctor for follow-up tests. He has lactose intolerance. His family migrated from Somalia 6 months ago. He is in the 30th percentile for height and in the 15th percentile for weight. Vital signs are within normal limits. Examination reveals pale conjunctiva, a reddish throat, and a swollen tongue. There is inflammation of the mucosa around the mouth and lips, and skin cuts and cracks can be seen in the corners of the mouth. Cardio-respiratory tests show no abnormalities. It has a hemoglobin density of 9.8 g / dL and an average corpuscular volume of 87 μm3. If left untreated, which of the following is most likely to develop in this child?
A. hypersegmented neutrophils
B. Echimosis
C. Keratomalacia
D. Ataxia
E. Dilated Cardiomyopathy
F. Seborrheic dermatitis",1.05
US-00143,gpt-oss:120b,"A 43-year-old woman has been brought to the doctor by her daughter because she has been crying intermittently for the past 6 hours and does not want to get out of bed. His symptoms began when he was fired from his job of 20 years yesterday. She says she feels sad and can't figure out what to do with her life now. He uses over-the-counter inhalers as needed for exercise-induced asthma, and has recently started oral isotretinoin for acne. He previously smoked a pack of cigarettes a day, but has reduced that to 2 cigarettes a day since last year. He looks sad and very worried. Its temperature is 37 ° C (98.6 ° F), pulse 110 / min, respiration 20 / min, and blood pressure 140/80 mm Hg. No other abnormalities were found on physical examination. According to the mental status test, he is aware of persons, places, and times. He maintains eye contact and follows instructions. He denies wanting to commit suicide. Which of the following is the most likely explanation for this result?
A. Major depressive disorder
B. Acute stress disorder
C. Normal stress response
D. Adjustment disorder
E. Drug-related depression",1.69
US-00144,gpt-oss:120b,"A 17-year-old girl has been brought to the patient because she has not yet started menstruating. He has no personal or family history of serious illness. He is 168 cm (5 ft 5 in) tall and weighs 63 kg (139 lb); BMI is 22.30 kg / m2. The test shows normal breast development. There is a small amount of armpit hair. Examination of the abdomen shows a firm, painless left inguinal lump. A pelvic exam shows a closed vagina. Ultrasound does not show the uterus or ovaries. Which of the following is the most likely underlying cause of this patient's symptoms?
A. SRY gene defect
B. Malformations of the Müllerian duct
C. 5-alpha reductase deficiency
D. Sex chromosome mosaicism
E. sex chromosome monosomy
F. androgen insensitivity",1.58
US-00145,gpt-oss:120b,"A 68-year-old woman comes to the doctor because she has a red area above her left ankle with 3 months of continuous bleeding. He cannot recall any lower limb injuries. He has type-2 diabetes mellitus, hypertension, atrial fibrillation, and ulcerative colitis. Had myocardial infarction 2 years ago and stroke 7 years ago. He smoked 2 packs of cigarettes a day for 48 years and drank 2 glasses of alcohol daily. Current medications include warfarin, metformin, aspirin, atorvastatin, carvedilol, and mesalamine. He is 165 cm (5 ft 4 in) tall and weighs 67 kg (148 lb); BMI is 24.6 kg / m2. His temperature is 36.7 ° C (98 ° F), pulse 90 / min, respiration 12 / min, and blood pressure 135/90 mm Hg. Examination shows yellowish-brown spots on the lower limb and enlarged tortuous veins. There is swelling in the legs and left calf. The femoral, popliteal, and pedal pulses on either side are palpable. Above the medial portion of the left ankle is a 3 cm (1.2 in) painless, shallow, exudative ulcer surrounded by granulation tissue. There is a slight tilt in the face on the right side. Which of the following is the most likely cause of this patient's ulcer?
A. Decreased arterial blood flow
B. Peripheral neuropathy
C. Neutrophilic dermatosis
D. venous insufficiency
E. Chronic stress
F. Drug-induced microvascular occlusion
G. Vasculitis of small and medium-sized blood vessels",1.71
US-00146,gpt-oss:120b,"A 75-year-old male patient came to the doctor with a 7-day history of nausea and vomiting. He has been experiencing weakness and fatigue in the last 2 days. Sitting and standing causes dizziness. He says he goes to the toilet more often than usual, but urinates a ""normal amount"" each time. There is no diarrhea. He has high blood pressure and has been taking hydrochlorothiazide for the past 6 months. He drinks 9 glasses of water a day and takes regular medication. He is 168 cm (5 ft 6 in) tall and weighs 90 kg (198 lb); BMI is 32 kg / m2. Temperature 36.5 ° C (97.7 ° F), Blood pressure 106/54 mm Hg, Pulse 92 / min. On physical examination, a whitening of the tongue is observed. The skin on the back of the hand is pulled back after 5 seconds. Mental conditioning tests show his speech is slow; he is aware of persons, places, and times. The results of the laboratory: Serum Na + 150 mEq / L Cl-97 mEq / L K + 3.6 mEq / L HCO3 - 30 mEq / L Asymmetry of 354 mOsm / kg Hemoglobin A1C 10.5% Urine Asymmetry 400 mOsm / kg Which of the following is the most likely explanation for this result?
A. Low fluid intake
B. Diuretic overdose
C. osmotic urination
D. Gastrointestinal fluid loss
E. Drinking more water
F. Overproduction of aldosterone
G. Insufficient production of anti-diuretic hormone",1.6
US-00147,gpt-oss:120b,"A 3-week-old boy has been brought to the emergency department through his parents, because of three days of increasing lethargy and difficulty in swallowing food. She was born with a full pregnancy and previously had no problems with feeding. His temperature was 39.4 ° C (103 ° F), pulse 220 / min, respiration 45 / min, blood pressure 50/30 mm Hg. 100% Pulse-oximetry in oxygen shows oxygen saturation 97% 。 The test shows dry facial membranes, delayed capillary refill time, and less skin cooling and turgor. Despite many efforts by the nursing staff, intravenous access to the lateral veins is not possible. Which of the following is the best next step for management?
A. Rapid sequential intubation
B. Intramuscular epinephrine
C. Installation of femoral vein catheter
D. Internal jugular vein catheter placement
E. Intraosseous catheter placement
F. Installation of an ultrasound-guided antecubital vein catheter
G. Installation of umbilical vein catheter",1.59
US-00148,gpt-oss:120b,"A 76-year-old Japanese male has been hospitalized because of three months of diarrhea and increasing lateral edema. He reports fatigue, a ten-pound weight loss in the last six weeks, and a feeling of tingling in the limbs over the same period. Except for the family dog, there has been no contact with any animals for a year and no trips out of the country. He has high blood pressure and benign prostatic hypertrophy. He had undergone a partial gastrectomy and jejunal anastomosis for gastric cancer five years earlier. Current medications include hydrochlorothiazide and tamsulosin. Its temperature is 36.8 ° C (98.2 ° F), pulse 103 / min, blood pressure 132/83 mm Hg. The test shows a soft and non-sensitive abdomen. There is a well-healed scar on the upper abdomen. Cardiopulmonary tests do not show any abnormalities. The conjunctiva looks pale. The sensation of vibration and positioning is absent in the lower limb. Her hemoglobin is 9.9 g / dL, MCV is 108 μm3, total protein is 3.9 g / dL, and albumin is 1.9 g / dL. Which of the following is the most likely cause of this patient's condition?
A. Neoplastic growth
B. Increased bowel movements
C. Bacterial overgrowth
D. Bypass of the pyloric sphincter
E. Anastomotic contractions",1.43
US-00149,gpt-oss:120b,"A 17-year-old high school student came to the doctor with a 6-month history of insomnia. On school nights, he went to bed around 11pm but had a series of problems falling asleep and instead studied at a desk until he began to fall asleep around 2pm. He didn't wake up in the middle of the night. He is worried that he is not getting enough sleep. On weekdays, he finds it difficult to get up in the morning and is repeatedly late for school. At school, he felt drowsy during the day and drank 1 or 2 cups of coffee in the morning. He tries to avoid the naps of the day. On weekends, he goes to bed around 2pm and sleeps until 10am, after which he feels rested. He has no history of serious illness and does not take any medication. Which of the following most likely explains this patient's sleep disorder?
A. Delayed sleep-wake disorder
B. Psycho-physical insomnia
C. advanced sleep-wake disorder
D. Irregular sleep-wake disorder
E. Non-24 hour sleep-wake disorder
F. Lack of sleep hygiene",1.29
US-00150,gpt-oss:120b,"A 28-year-old woman, pregnancy 1, childless (para 0), visits the doctor at the first pre-natal visit at 10 weeks gestation. He has no history of serious illness, but says he is allergic to penicillin. Vital signs are within normal limits. The respiratory tract is clear when listening, and heart tests show no abnormalities. Transvaginal ultrasound shows the fetus inside the womb without any defects. The embryo rate is 174 / min. Routine pre-natal lab tests are taken. The rapid plasma regaine (RPR) test 1:128 and the fluorescent troponemal antibody absorption test (FTA-ABS) were positive. Which of the following is the best next management step?
A. Give oral doxycycline
B. Give intramuscular penicillin G in therapeutic doses.
C. Give intravenous ceftriaxone
D. Give a dose of penicillin desensitization
E. Give oral azithromycin
F. give assurance
G. Perform an oral penicillin challenge test",1.54
US-00151,gpt-oss:120b,"A 24-year-old woman visits a doctor for a preconception consultation. She has been married for two years and wants to have children by next year. Menstruation occurs regularly every 30 days and lasts for 4 days with normal flow. He does not smoke or drink and eats a balanced diet. Do not take any medications. He is 160 cm (5 ft 3 in) tall and weighs 55 kg (121 lb); BMI is 21.5 kg / m2. Physical examinations, including a pelvic exam, show no abnormalities. She is knowledgeable about the fertile days of her menstrual cycle. What is the most appropriate recommendation the patient should make at this time?
A. Start Folate Supplementation
B. Start high-dose vitamin A supplementation
C. Start supplementing with vitamin B12.
D. Start iron supplementation
E. Gain 2 kg weight before pregnancy.",1.13
US-00152,gpt-oss:120b,"A 20-year-old woman has been brought to the emergency department by her girlfriend with right arm and leg weakness, numbness, and tingling, which is gradually decreasing. The symptoms began four hours earlier when he got into an argument with his girlfriend, tripping and kicking her. He says he is unable to walk and cannot use his right arm. There is no history of any such symptoms in the past. Patients with gynecological herpes and trichotillomania. He is alert and guided. On physical examination, the upper and lower parts of the face are symmetrical and speech is normal. The strength of all limbs is 5 / 5 when lying down and the plantar flexion of the right ankle is 5 / 5. Strength in the right arm and leg while walking is 4 / 5. He can't stand being asked to stand on his toes. The deep tendon reflex is 2 + on both sides. Proprioception of all limbs, light touch, and two-dot discrimination are normal. The Spurling test is negative. CT scans of the head without contrast do not show any abnormalities. Which of the following is the best next management step?
A. Start Cognitive Behavior Therapy
B. Start a trial with citalopram
C. give alteplays
D. Educate the patient
E. Start physical therapy.
F. Prescribe aspirin
G. Start Biofeedback Therapy",1.61
US-00153,gpt-oss:120b,"A 15-year-old girl comes to the doctor for a well-child examination. He is feeling good in terms of health. Her father has coronary artery disease and high blood pressure. Her mother suffered from type 2 diabetes mellitus, hypercholesterolemia, and had a myocardial infarction at the age of 52. He is above the 25th percentile for height and the 95th percentile for weight. He has a BMI of 32 kg / m2. Temperature 37 ° C (98.6 ° F), pulse 99 bar / min, blood pressure 140/88 mm Hg. A physical examination revealed no abnormalities. Random serum results: glucose 160 mg / dL; creatinine 0.8 mg / dL; total cholesterol 212 mg / dL; HDL-cholesterol 32 mg / dL; LDL-cholesterol 134 mg / dL; triglycerides 230 mg / dL. In addition to regular aerobic physical activity, which of the following would be the most appropriate next step in management?
A. Niacin therapy
B. High-intensity weight training
C. Cholecytramine therapy
D. Low-calorie diet
E. Phenofibrate therapy
F. Atorvastatin therapy
G. metformin therapy",2.64
US-00154,gpt-oss:120b,"A 43-year-old male patient came to the doctor two hours early with left flank pain and nausea. The pain comes in waves and spreads to the ankles. For the past year, he has been experiencing periodic pain on both flanks and recurring joint pain in his fingers, ankles, and toes. He hadn't seen a doctor in over ten years. Do not take any medications. Drink 3 to 5 beers every day. Her sister suffers from rheumatoid arthritis. Vital signs are within normal limits. Physical examination shows acute sensitivity on both sides of the costovertebral area. A photo of the patient's left ear is shown. An abdominal CT scan showed multiple small kidney stones and a 7mm left distal ureter stone. Which of the following would most likely show up on a biopsy taken from the patient's outer ear tissue?
A. Cholesterol
B. Ammonium magnesium phosphate
C. Monosodium urate
D. Sistine
E. Calcium pyrophosphate
F. Palisading granuloma
G. Calcium oxalate",1.05
US-00155,gpt-oss:120b,"A 9-year-old boy has been brought to the doctor for a well-child examination. Her mother said that teachers reported that she lost focus easily, lagged behind her classmates in most subjects, and often fell asleep during class. He also complained of leg pain several times. Height is in the 45th percentile and weight is in the 35th percentile. Vital signs are within normal limits. Tests show ptosis and high-arched palate. Muscle strength in the face and hands is low, but quadriceps and hamstring strength are normal. Sensitivity is intact. Percussion of the thenar eminence causes the big toe to detach and gradually relax. Which of the following is the most likely diagnosis?
A. Becker muscular dystrophy
B. Hypercalcaemic periodic paralysis
C. Spinal muscular atrophy
D. McArdle disease
E. Myotonic dystrophy
F. Youth dermatomyositis
G. Duchenne muscular dystrophy",1.03
US-00156,gpt-oss:120b,"A 20-year-old woman has been coming to the doctor for two months with fatigue and low energy. He did not experience fever or weight changes. There is no history of severe disease other than an episode of infectious mononucleosis four weeks prior. Menstruation occurs at regular intervals of 28 days and lasts 5 days, with moderate bleeding. The last monthly was three weeks ago. His mother Hashimoto suffers from thyroiditis. Vital signs are within normal limits. Examination reveals fuscous conjunctiva, inflammation of the corners of the mouth, and fragility of the nails. The rest of the tests show no abnormalities. Laboratory results: hemoglobin 10.3 g / dL, MCV 74 μm3, platelet count 280,000 / mm3, leukocyte count 6,000 / mm3. Which of the following would be the best initial step in management?
A. Serum TSH measurement
B. Iron test
C. Vitamin B12 levels
D. Hemoglobin electrophoresis
E. Peripheral blood slide test
F. Direct Coombs Test
G. Sister Marrow biopsy",1.44
US-00157,gpt-oss:120b,"A previously healthy 4-month-old girl has been brought to the emergency department by her parents because she has not stopped crying for the past 5 hours. The parents reported that he did not eat anything during this period and they could not calm him down. There is no history of injury. She was born with a full pregnancy with normal vaginal delivery and the delivery was free of complications. His vital signs are within normal limits. On examination, the second finger of the left foot appears red and swollen. A picture of the left leg is shown. Which of the following is the most likely diagnosis?
A. The Rendezvous Phenomenon
B. Nails that penetrate the fingernails
C. Sickle cell dactylitis (inflammation of the finger)
D. insect bite
E. Acute paronia
F. Hair tourniquet syndrome
G. Cellulitis
H. Herpetic Whitlow (finger herpes)
I. The amniotic band syndrome
J. Child abuse",1.21
US-00158,gpt-oss:120b,"A 64-year-old woman is seeing a doctor because she has been experiencing itching and dryness in the vaginal area for the past four months. During this time there has been pain during copulation, but no postcoital bleeding. Her last menstrual cycle ended at the age of 51. He is suffering from type 2 diabetes mellitus and the only medication is metformin. Pelvic examination shows atrophy in the labial folds, with lesions and well-defined white plaques on the vagina. The rest of the tests are normal. The biopsy results exclude cancer. Which of the following is the most appropriate next treatment step for this lesion in the patient?
A. Local fluconazole
B. Local Clobetasol
C. Local tacrolimus
D. Local progesterone
E. Local estrogens
F. Phototherapy",1.01
US-00159,gpt-oss:120b,"A 28-year-old male was brought to the emergency department who was crossing the street and was hit by the car an hour earlier. He was not conscious. He is complaining of pain in his right arm, forehead and pelvis. He also has a urge to urinate, but has been unable to do so since the accident. He is not taking any medication. His temperature is 37.1 ° C (98.9 ° F), pulse 72 / min, respiration 18 / min, and blood pressure 118/82 mm Hg. There are lesions on the scalp and face, and a 1 × 3 cm ichthyomosis over the right eye. Suprapubic sensitivity is found on examination of the abdomen. There is a small amount of blood in the urethral myotus. There is no spinal tenderness in the neck. Muscle-skeletal examination reveals sensation and ecchymosis in the right lower forearm. X-rays of the pelvis show a breakdown of the pelvic ramus. CT scans of the head and neck revealed no abnormalities. Which of the following is the best next step in the management of this patient?
A. Retrograde urethrogram
B. Transrectal ultrasound
C. Intervenous pyelogram
D. Cystoscopy
E. Contrast-enhanced abdominal CT scan
F. Foley catheterization
G. Retroperitoneal ultrasound",1.45
US-00160,gpt-oss:120b,"A 32-year-old woman came to the doctor because she had a severe headache (throbbing) on her left side that started 3 hours earlier. He had taken ibuprofen two hours earlier but had not experienced any relief. Vomiting every 20 minutes since the onset of the headache. He reported that he could not see well for a few minutes this morning. A similar thing happened last week. She is otherwise healthy and has recently started taking oral contraceptives. His vital signs are within normal limits. Physical examination shows no abnormalities except for a slight sensitivity to light. Vision 20/20. Which of the following is the most appropriate primary pharmacotherapy for this patient?
A. Dehydroergotamine through the nose and sumatriptan under the skin
B. Tramadol taken by mouth
C. Zolmitriptan through the nose and amitriptyline in the mouth
D. Verapamil in the mouth
E. Prochlorparagine in the venous route
F. Propranolol in the mouth
G. Ketorolac by mouth and ergotamine by mouth",1.27
US-00161,gpt-oss:120b,"A 26-year-old woman has been taken to the emergency department after a suicide attempt. Her mother found her in the toilet next to an empty acetaminophen bottle. The patient reported that he had received about twenty-five 500 mg tablets. He took the pills an hour before they arrived at the emergency department. He has a history of major depressive disorder. He does not smoke or use illegal drugs. Current medications include fluoxetine. He is aware of persons, places, and times. Vital signs are within normal limits. A physical examination revealed no abnormalities. The results of the laboratory: Hemoglobin 12.5 g / dL Leukocyte count of 8,000 / mm3 Platelet count of 150,000 / mm3 Serum Prothrombin time 10.5 seconds (INR = 1. 0) Na + 141 mEq / L K + 4.2 mEq / L Cl-101 mEq / L HCO3 - 25 mEq / L Urea nitrogen 10 g / dL Creatinine 0.5 g / dL Ca2 + 8.8 mg / dL Total bilirubin 0.40 mg / dL AST 22 U / L Alt 25 U / L Alkaline phosphatase 62 U / L Which of the following is the most appropriate next step in management?
A. Give N-acetylcysteine
B. give active charcoal
C. Sign up for monitoring
D. Keep liver transplants on the list
E. Perform a liver biopsy",1.3
US-00162,gpt-oss:120b,"A 24-year-old woman, Pregnancy 2, Delivery 1, arrived at the emergency department at 10 weeks gestation with vaginal bleeding, lower abdominal cramping pain, and dizziness. She has also been experiencing fever, shivering, and foul-smelling vaginal discharge for the past two days. She is sexually active with a male partner and uses condoms infrequently. The first child was conceived and delivered without any complications. The patient appears to be seriously ill. His body temperature is 38.9 ° C (102 ° F), pulse 120 / min, respiration 22 / min, and blood pressure 88/50 mm Hg. Abdominal examination shows moderate tactile sensitivity in the lower quadrant. Pelvic examination shows tender uterine mucosa (cervix) that is punctured with blood sacs and a solid bloody mass in the cervical canal. Its serum β-human chorionic gonadotropin concentration is 15,000 mIU / mL. Pelvic ultrasound shows intra-uterine gestational sac but no fetal heartbeat. Which of the following is the best next management step?
A. Intravenous clindamycin and gentamicin, followed by oral misoprostol
B. Oral clindamycin, followed by outpatient follow-up at 2 weeks
C. Intravenous clindamycin and gentamicin, followed by suction and curettage
D. intravenous clindamycin and gentamicin, followed by close monitoring
E. Oral clindamycin, followed by suction curettage",2.29
US-00163,gpt-oss:120b,"A 78-year-old man is brought to the doctor by his daughter for follow-up examinations. The girl notices that over the past year she has gradually become more forgetful and isolated. He often lost his car keys and forgot the names of neighbors he had known for 30 years. He had trouble remembering her address and phone number. He recently had an episode of urinary and fecal incontinence. Last week, her neighbor found her wandering in the parking lot of the grocery store. He has high blood pressure and hyperlipidemia. He smoked a pack of cigarettes every day for 40 years but quit 18 years ago. His current medications include hydrochlorothiazide and atorvastatin. He looks healthy; BMI is 23 kg / m2. Temperature 37.2 ° C (99.0 ° F), pulse 86 / min, respiration 14 / min, blood pressure 136/84 mmHg. Minimal state exam score 19/30. He is not concerned about his forgetfulness. Cranial nerves II-XII are normal. All limbs have energy 5 / 5 and full sensitivity to light touch. The patellar, Achilles, and biceps reflexes are 2 + on both sides. Its speed is stable. MRI scans of the brain show ventriculomegaly and prominent cerebral palsy. Which of the following is the most appropriate pharmacotherapy?
A. Donepezil
B. Thiamine
C. Levodopa and carbidopa
D. Acetazolamide
E. Sertraline
F. Memantine",2.31
US-00164,gpt-oss:120b,"A previously healthy 3-week-old baby is brought to the emergency department 6 hours after the onset of fever and persistent irritability. He was doing well until two days ago, eating less and sleeping more than usual since then. He looks tired and irritated when prodded during the examination. Its temperature is 39 ° C (102 ° F). He lifted her and cried. The rest of the physical and neurological exam shows no other abnormalities. His serum glucose is 115 mg / mL. Total serum bilirubin is 6.3 mg / dL. Brain fluid (CSF) analysis showed: Pressure 255 mm H2O Erythrocytes 2 / mm3 Leukocyte number 710 / mm3 Segmented neutrophils 95% Lymphocytes 5% Protein 86 mg / dL Glucose 22 mg / dL Gram stain results from CSF are not yet available. Which of the following is the most appropriate initial antibiotic regimen for this patient?
A. Ampicillin and ceftriaxone
B. Vancomycin and ceftriaxone
C. Gentamicin and cefotaxime
D. Ampicillin, gentamicin, and cefotaxime
E. Vancomycin, ampicillin, and cefotaxime
F. Vancomycin, ampicillin, and doxycycline",1.63
US-00165,gpt-oss:120b,"A 49-year-old male patient came to the hospital with a 10-day cough and increased shortness of breath. He has sharp chest pains on his right side that increase when he breathes and coughs. Two weeks earlier, he had been admitted to hospital after fainting in the street due to alcohol poisoning, but he left without seeking medical permission. He has coronary artery disease and high blood pressure, and does not take any medication. He drinks 4 cans of beer every day and has smoked 2 packs of cigarettes a day for 20 years. Its temperature is 38.5 ° C (101.3 ° F), pulse 110 / min, respiratory rate 29 / min, blood pressure 110/65 mmHg. On examination, the condition of the teeth is found to be poor. Greying is achieved by percussing the base of the right lung. A significant reduction in crackles and wheezing can be heard in the right middle and lower lung areas. Chest X-rays show loculated pleural effusion and lateral lung consolidation on the right side, with air bronchograms; no rib fractures. Thoracocentesis is performed. Which of the following will most likely be found on examination of the pleural fluid of this patient?
A. Amylase 200 U / L
B. The pH is 7.5
C. Lymphocytosis > 90%
D. Pleural fluid LDH / serum LDH ratio 0.5
E. Hematocrit 30%
F. Lactate dehydrogenase 45 U / L
G. Glucose 30 mg / dL
H. Pleural fluid protein to serum protein ratio of 0.4",1.73
US-00166,gpt-oss:120b,"A 21-year-old college student came to the emergency department with two days of vomiting and upper abdominal pain (which radiated to the back). He has a history of hyperproliferative dermatitis and Hashimoto's thyroiditis. He took only levothyroxine. He did not receive any routine vaccinations. He drinks 1 or 2 beers on the weekends and occasionally smokes marijuana. The patient looks anxious and is sweating. Its temperature is 37.9 ° C (100.3 ° F), pulse 105 / min, respiration 16 / min, blood pressure 130/78 mm Hg. Physical examination reveals flatulence and upper abdominal pain on palpation. There is no guarding or rebound tendencies. Skin examination shows several clusters of yellow plaques on the extensor surfaces of the trunk and limbs. The hemoglobin concentration is 15.2 g / dL and the serum calcium concentration is 7.9 mg / dL. Which of the following is the most appropriate next step for evaluation?
A. Check for pilocarpine-induced sweating
B. Measure serum mumps IgM titer
C. Complete an oesophagogastroduodenoscopy
D. Take a vertical X-ray of the abdomen
E. Measure serum lipid levels
F. Measure stool elastase levels",1.4
US-00167,gpt-oss:120b,"A previously healthy 36-year-old woman comes to the emergency department because of a headache that has been getting worse over the past 5 days. He vomited twice after waking up this morning. He does not smoke or drink alcohol. She is sexually active with a male partner and uses oral contraceptives. It has a temperature of 37.5 ° C (99.5 ° F), a pulse of 105 / min, and a blood pressure 125/80 mm Hg. The test shows a tear in the right eye. The pupil is equal and responsive to light; there are limitations to right-sided vision. Fundoscopic examination shows swelling of the bilateral optic disc. There are no abnormalities in the rest of the test. MR venography of the head shows heterogeneous intensity in the left lateral sinus. Which of the following is the best next management step?
A. Give Dalteparin
B. Analyze the cerebrospinal fluid
C. Give intravenous antibiotics
D. Perform surgical clipping
E. Measure the D-dimer level
F. Perform endovascular thrombolysis",1.22
US-00168,gpt-oss:120b,"A 32-year-old male was brought to the emergency department 15 minutes later after he fell from a height of 7 feet onto a flat-topped wooden post. He is in excruciating pain and breathing rapidly when he arrives. His pulse is 135 beats per minute, respiration is 30 beats per minute, and blood pressure is 80/40 mm Hg. There is a traumatic lesion on the midaxillary line of the left fourth intercostal space. Tracheal distortion is seen on the right side when listening, and wheezing is absent in the left lung. Greyness is achieved by doing percussions on the left chest. The veins in the neck are flat. Cardiac examination does not show any abnormalities. Two large-diameter intravenous catheters are placed and intravenous fluid resuscitation is initiated. Which of the following is the most likely diagnosis?
A. Cardiac tamponade
B. Bronchial rupture
C. tension pneumothorax
D. Flail Chest
E. Hemothorax",1.1
US-00169,gpt-oss:120b,"A 44-year-old woman was brought to the emergency department because she was confused and agitated. He was brought in by police after he was seen walking along the highway. The patient's brother joined shortly after his arrival. He says he has peptic ulcer disease and high blood pressure. He thinks he drinks about half a bottle of vodka every day. His current medication includes omeprazole and hydrochlorothiazide, although the brother is not sure if he is taking them regularly. Its temperature is 37.1 ° C (98.7 ° F), pulse 90 / min, respiration 16 / min, and blood pressure 135/90 mm Hg. He is confused in his examination of mental states and is not familiar with persons, places, or times. Neurological examination shows horizontal dullness (horizontal nystagmus). His pace is to move in short strides with a wide base. The hemoglobin concentration is 9 g / dL. The serum homocysteine concentration is increased and the methylmalonic acid concentration is within the reference range. Hypersegmented neutrophils are seen in peripheral blood smears. Which of the following is the most likely cause of anemia in a patient?
A. Flat Deficiency
B. Deficiency of Vitamin E
C. Deficiency of iron
D. Excessive use of alcohol
E. Vitamin B1 deficiency
F. A deficiency of vitamin B12",1.47
